loss,val loss
9.599034696430355,8.816516876220703
9.403751642673047,8.309825897216797
9.200033277660221,7.963838577270508
8.987795235274675,8.115752220153809
8.769397918280069,7.488431930541992
8.550774992286385,7.400014877319336
8.33954288742759,7.351011276245117
8.135234458105904,7.47031307220459
7.942046854403112,7.543687343597412
7.763690275031251,7.115835189819336
7.599564316984895,6.715545654296875
7.447075636355908,6.828747749328613
7.311201945527808,6.3849029541015625
7.188564452258023,6.429039478302002
7.0843390721779365,6.587507724761963
6.982449427827612,6.345803737640381
6.893269487789699,6.192551136016846
6.813744303467986,6.4930739402771
6.748782222921198,6.1474175453186035
6.682576781743533,6.480463027954102
