loss,val loss
0.0520842664983946,0.042182642966508865
0.041477567346935924,0.04022521898150444
0.03678239814259789,0.03941941261291504
0.03225899338964131,0.03987592086195946
0.028129103206485123,0.03758228197693825
0.0253076527824069,0.03699234127998352
0.021582616087920094,0.03854396939277649
0.019825821772653174,0.037612125277519226
0.01817708339711482,0.038208093494176865
0.01715481025469187,0.03786560148000717
0.015921268509338043,0.03736240044236183
0.015518397250055493,0.03794243931770325
0.015077673503524297,0.03694944828748703
0.01403636292421392,0.03747234120965004
0.013780654553178843,0.038285788148641586
0.013235997082060807,0.03707895055413246
0.012748210793723921,0.037440814077854156
0.012708492008606334,0.037002865225076675
0.012362010002910317,0.03731616958975792
0.012562478644555652,0.03680518642067909
