loss,val loss
8.858002071256761,6353.51171875
5.146913576435733,50513.671875
2.4280508679228943,46589.19921875
1.7764652549446402,20813.908203125
1.6774301826953888,144.91822814941406
1.6339297917756168,4.692010879516602
1.6181822465611744,1.7088723182678223
1.590072939148197,1.6076688766479492
1.5854029210356924,2.2191624641418457
1.5687521529662145,1.9777518510818481
1.5614498478251617,1.965124487876892
1.553853402664135,1.7810800075531006
1.5347275792004227,1.8524404764175415
1.5443051136159278,1.8216464519500732
1.5401971545312312,1.7473702430725098
1.5308003839734312,1.6233540773391724
1.5291385615800883,1.5178529024124146
1.531782454484469,1.5782965421676636
1.5284439832359165,1.5059696435928345
1.5295305139832682,1.5062025785446167
