loss,val loss
0.07058769800736532,0.06259897351264954
0.058722801966133054,0.053799111396074295
0.05140788952348294,0.04837137833237648
0.04769954999739474,0.04563356190919876
0.04597323358833016,0.04521547257900238
0.044998380162015364,0.045557714998722076
0.04433409615673802,0.04357421025633812
0.04402707432481376,0.04374922811985016
0.04337744649451274,0.04447310417890549
0.04284584208984266,0.043357688933610916
0.04291451009982205,0.043648116290569305
0.04266916532311347,0.042991265654563904
0.04225022304657992,0.04263990744948387
0.041886406261231995,0.042967479676008224
0.04186763193506699,0.04226519539952278
0.041590727660079284,0.043183326721191406
0.04154944685953004,0.04364199936389923
0.04139090485435415,0.04175165668129921
0.04130398120440833,0.042142145335674286
0.041084160713793394,0.0427095890045166
