loss,val loss
0.0729438147761605,0.13452865183353424
0.06156487883878993,0.10221723467111588
0.05716303155406729,0.08971324563026428
0.05561729416541465,0.09571728110313416
0.05471203396362918,0.09062904864549637
0.05401782848715008,0.09278903901576996
0.05360635732869049,0.11930664628744125
0.05309718968225764,0.054134856909513474
0.05278614277092667,0.054992083460092545
0.05237189709366142,0.08050526678562164
0.05215741275483138,0.08541577309370041
0.052037552507086235,0.0535343661904335
0.05193162056339252,0.055242739617824554
0.051720202138478104,0.06042632460594177
0.05160943217962593,0.05891820043325424
0.051513086956042745,0.05471775680780411
0.05150822049321292,0.05580652877688408
0.05148154889027794,0.05342055857181549
0.0513301437793227,0.052696872502565384
0.0513759929348122,0.05292930826544762
