loss,val loss
8.979302496105046,242.0743865966797
5.884890480474993,53986.828125
3.178195630188112,5854.59912109375
2.182931120906557,311.3069152832031
1.9314107306591877,3.916285514831543
1.828971253587054,1.9292428493499756
1.8043029165113127,1.8856921195983887
1.7673210060441649,1.7185475826263428
1.7572263138634818,1.7828412055969238
1.753650172577276,1.8006327152252197
1.7404443880954346,1.6609559059143066
1.7410276756658183,1.788040280342102
1.7400319394353148,1.7916123867034912
1.7389438632246736,1.7444323301315308
1.7436866346117739,1.6532615423202515
1.7328364400120524,1.7214810848236084
1.7316315425680828,1.779482126235962
1.7405645649928552,1.7410151958465576
1.73557220921888,1.6853057146072388
1.7270007005759649,1.7782188653945923
