loss,val loss
0.05259345255356718,0.044557202607393265
0.04150565688244321,0.041329026222229004
0.03698305560687146,0.03884438797831535
0.03266352150202185,0.037972647696733475
0.028241428449846707,0.037481002509593964
0.024880615232343025,0.03855465352535248
0.02175530178665921,0.0382077693939209
0.020006244548584348,0.03751080855727196
0.018678507150767687,0.038580991327762604
0.01703603681201091,0.038351960480213165
0.016208159102296286,0.03727705776691437
0.015416949479417368,0.039228085428476334
0.014811184233078709,0.03806249797344208
0.014406497729337447,0.03933846950531006
0.01356365966804132,0.038132280111312866
0.013270776325764207,0.03767061606049538
0.012665815899366295,0.037651557475328445
0.012795570995900538,0.037768855690956116
0.012160106531840253,0.03723875805735588
0.012445976180568724,0.0384347103536129
