loss,val loss
0.07371813099976483,0.07657814025878906
0.062098092774485615,0.07455581426620483
0.05814200857436502,0.06599347293376923
0.05694288784613857,0.09372176229953766
0.056273054766964606,0.0738438069820404
0.05579989255926052,0.11355946213006973
0.05531651935503854,0.10692358016967773
0.05508409305052324,0.12838681042194366
0.05489723747233292,0.0790630653500557
0.05444217732103614,0.1122431755065918
0.05438082282999893,0.05911093205213547
0.05412807030143676,0.05989094451069832
0.054096325482060385,0.06235267594456673
0.05389273696421803,0.0704006478190422
0.05361051441400082,0.06285350024700165
0.05353654318718941,0.0901554748415947
0.05346014841713689,0.05481410399079323
0.0533703678323851,0.08594806492328644
0.05318208759674778,0.05910424143075943
0.05335054222445983,0.06420231610536575
0.05316895031212986,0.05820508673787117
0.053122709904398234,0.06294476985931396
0.052997774263093995,0.058418817818164825
0.05284684439274398,0.058445122092962265
0.052866159176284615,0.06394463032484055
0.0526509007027784,0.05610146000981331
0.052898785268718544,0.05501281097531319
0.05266868681102604,0.056016430258750916
0.05276754321893314,0.056712083518505096
0.052714861663324494,0.056690018624067307
0.05263060377305978,0.05510054528713226
0.05272561819715933,0.05449296534061432
0.05273503408610047,0.05457822605967522
0.0525511321067423,0.055310871452093124
0.05266742026070496,0.054135989397764206
0.052593931555747986,0.05703658610582352
0.05259803905115499,0.05630887672305107
0.0525734769785172,0.05394209548830986
0.05254297718018681,0.05570373684167862
0.05256790014636981,0.054853010922670364
