loss,val loss
8.968973763577349,2578.09130859375
4.749532197202955,2.741431474685669
2.334423167364938,43.12018585205078
1.770366538654674,255.9337615966797
1.6400565965609117,2.0677480697631836
1.604639580884537,95.42586517333984
1.570412675668667,1.922152042388916
1.5460484360719655,3.1302032470703125
1.5227928935707389,22.573461532592773
1.5066827953635873,1.5918631553649902
1.5091735399388648,8.70219898223877
1.4925045398148624,1.7753461599349976
1.485598136852314,1.76254141330719
1.4797524740169574,1.5228499174118042
1.4737452659514043,3.823385238647461
1.4683341422638336,1.5865731239318848
1.470888532988437,1.5602200031280518
1.459994475175808,1.4545583724975586
1.4627813147259998,1.5488306283950806
1.4599870284656427,1.4199601411819458
